etapa,respondent_id,collector_id,date_created,date_modified,ip_address,consentimiento,genero,edad,instruccion,pais,ciudad,trabajo,t_cria,afiliacion,t_afiliacion,experiencia,cria_cardenal,cosecha,conocimiento_1,conocimiento_2,conocimiento_3,conocimiento_4,conocimiento_5,conocimiento_6,conocimiento_7,conocimiento_8,conocimiento_9,conocimiento_10,intencion_tenencia1,intencion_tenencia2,intencion_participacion1,intencion_participacion2,act_reconocimiento,act_colaboracion1,act_colaboracion2,act_impostor1,act_impostor2,norm_reconocimiento1,norm_reconocimiento2,norm_colaboracion1,norm_colaboracion2,norm_impostor1,norm_impostor2,moral1,moral2,control_reconocimiento,control_colaboracion,control_impostor,red_comunicacion1,red_comunicacion2,Persona 4_relacion,Persona 4_tiempo,Persona 4_frecuencia,Persona 4_edad,Persona 4_pais,Persona 4_experiencia,Persona 3_relacion,Persona 3_tiempo,Persona 3_frecuencia,Persona 3_edad,Persona 3_pais,Persona 3_experiencia,Persona 2_relacion,Persona 2_tiempo,Persona 2_frecuencia,Persona 2_edad,Persona 2_pais,Persona 2_experiencia,Persona 1_relacion,Persona 1_tiempo,Persona 1_frecuencia,Persona 1_edad,Persona 1_pais,Persona 1_experiencia
piloto,13421603577,415515384,27/3/2022 8:35,27/3/2022 8:47,95.94.164.197,Aceito,Masculino,51 – 60,Técnico,Portugal,Amora,Empregado (a),2 - 3 anos,Membro ativo;,Recentemente (mais de 1 ano),Em formação,Sim,>5 Filhotes,,,,,Difundir boas práticas de reprodução,,Utilizar cruzamentos genéticas que evitem a utilização de cardinalitos selvagens para a renovação do sangue,,,,Nada provável,Nada provável,Provável,Provável,Totalmente de acordo,Muito provável,Totalmente de acordo,Pouco provável,Não tenho certeza (a),Não tenho certeza (a),Totalmente verdadeiro,Totalmente verdadeiro,Verdadeiro,Concordo,Totalmente de acordo,Totalmente de acordo,Totalmente verdadeiro,Totalmente de acordo,Totalmente de acordo,Não tenho certeza (a),"Sim, eu consulto",3 pessoas,,,,,,,Colega criador,Há pouco (1 - 2 anos),Ocasionalmente (várias vezes por ano),51 – 60 anos,Portugal,Experiente,Colega criador,Há pouco (1 - 2 anos),Ocasionalmente (várias vezes por ano),51 – 60 anos,Portugal,Experiente,Colega criador,Há pouco (1 - 2 anos),Ocasionalmente (várias vezes por ano),51 – 60 anos,Portugal,Experiente
piloto,13421586931,415515384,27/3/2022 8:06,27/3/2022 8:31,89.115.0.178,Aceito,Masculino,51 – 60,Técnico,Portugal,Lisboa,Aposentado (a),mais de 10 anos,Membro ativo;,"Há muito tempo (mais de 10 anos), não sou afiliado",Experiente,Sim,>5 Filhotes,Não utilize cardinalitos selvagens,,Utilize apenas cardinalitos ancestral,,Difundir boas práticas de reprodução,Não utilize cardinalitos selvagens no plantel de reprodutores,Utilizar cruzamentos genéticas que evitem a utilização de cardinalitos selvagens para a renovação do sangue,,Educar e instruir os novos criadores com boas práticas de reprodução para evitar a procura de cardinalitos selvagens,,Nada provável,Nada provável,Muito provável,Muito provável,Totalmente em desacordo,Muito provável,Totalmente de acordo,Pouco provável,Em desacordo,Concordo,Verdadeiro,Verdadeiro,Verdadeiro,Concordo,Não tenho certeza (a),Concordo,Verdadeiro,Em desacordo,Não tenho certeza (a),Em desacordo,"Sim, eu consulto",3 pessoas,,,,,,,Colega criador,Há muito tempo (3 -10 anos),Ocasionalmente (várias vezes por ano),41 -50 anos,Portugal,Experiente,Colega criador,Há muito tempo (3 -10 anos),Ocasionalmente (várias vezes por ano),41 -50 anos,Portugal,Experiente,Colega criador,Há muito tempo (3 -10 anos),Ocasionalmente (várias vezes por ano),31 - 40 anos,Portugal,Experiente
piloto,13421592354,415515384,27/3/2022 8:15,27/3/2022 8:25,85.244.228.204,Aceito,Masculino,31 – 40,Universidade,Portugal,Angra do heroísmo,Empregado (a),Não criei Pintassilgo da Venzuela.,Membro ativo;,Há muito tempo (mais de 5 anos),Não crio Cardenalitos,Não,Não crio Cardenalitos/Tarin.,Não utilize cardinalitos selvagens,,,,,Não utilize cardinalitos selvagens no plantel de reprodutores,,,,,Nada provável,Nada provável,Provável,Provável,Totalmente de acordo,Provável,Concordo,Provável,Totalmente em desacordo,Concordo,Não tenho certeza (a),Verdadeiro,Totalmente verdadeiro,Concordo,Falso,Concordo,Verdadeiro,Totalmente de acordo,Em desacordo,Em desacordo,"Sim, eu consulto",4 pessoas,Colega criador,Há pouco (1 - 2 anos),Frequentemente (1 ou mais por mês),41 -50 anos,Portugal,Com experiência,Colega criador,Há pouco (1 - 2 anos),Frequentemente (1 ou mais por mês),41 -50 anos,Portugal,Experiente,Colega criador,Há pouco (1 - 2 anos),Frequentemente (1 ou mais por mês),31 - 40 anos,Portugal,Em formação,Colega criador,Há pouco (1 - 2 anos),Frequentemente (1 ou mais por mês),31 - 40 anos,Portugal,Experiente
piloto,13421583488,415515384,27/3/2022 7:59,27/3/2022 8:16,168.228.196.232,Aceito,Masculino,51 – 60,Técnico,Brasil,Vilhena-RO,Militar reformado,2 - 3 anos,não afiliado,"Há muito tempo (mais de 10 anos), não sou afiliado",Em formação,Sim,>5 Filhotes,,,Utilize apenas cardinalitos ancestral,,,,,Promover cruzamentos consanguíneos (dentro do mesmo plantel) para obter mutações e melhores exemplares,,,Muito provável,Muito provável,Muito provável,Muito provável,Não tenho certeza (a),Não tenho certeza (a),Não tenho certeza (a),Nada provável,Totalmente em desacordo,Não tenho certeza (a),Falso,Não tenho certeza (a),Totalmente verdadeiro,Totalmente em desacordo,Totalmente falso,Concordo,Não tenho certeza (a),Concordo,Não tenho certeza (a),Não tenho certeza (a),"Sim, eu consulto",1 pessoa,,,,,,,,,,,,,,,,,,,Amigo,Há muito tempo (3 -10 anos),Frequentemente (1 ou mais por mês),31 - 40 anos,Brasil,Experiente
piloto,13421581737,415515384,27/3/2022 7:56,27/3/2022 8:14,179.186.141.16,Aceito,Masculino,51 – 60,Secundário completo,Brasil,São Gabriel ba,Empregado (a),5 – 10 anos,não afiliado,"Há muito tempo (mais de 10 anos), não sou afiliado",Em formação,Sim,>5 Filhotes,,,,Utilize apenas mutações ou híbridos,,,,,Educar e instruir os novos criadores com boas práticas de reprodução para evitar a procura de cardinalitos selvagens,,Nada provável,Nada provável,Muito provável,Muito provável,Totalmente de acordo,Provável,Totalmente de acordo,Não tenho certeza (a),Concordo,Totalmente de acordo,Totalmente verdadeiro,Verdadeiro,Não tenho certeza (a),Concordo,Não tenho certeza (a),Totalmente de acordo,Totalmente verdadeiro,Concordo,Concordo,Não tenho certeza (a),"Não consulto ninguém, tondo as minhas próprias decisões quando quero gerir o meu aviário.",1 pessoa,,,,,,,,,,,,,,,,,,,Colega criador,Há muito tempo (3 -10 anos),Frequentemente (1 ou mais por mês),41 -50 anos,Brasil,Experiente
piloto,13421585119,415515384,27/3/2022 8:02,27/3/2022 8:08,131.108.105.225,Aceito,Masculino,31 – 40,Universidade,Brasil,Matao,Empregado (a),5 – 10 anos,Membro ativo;,Há muito tempo (mais de 5 anos),Experiente,Sim,>5 Filhotes,Não utilize cardinalitos selvagens,,,,Difundir boas práticas de reprodução,Não utilize cardinalitos selvagens no plantel de reprodutores,Utilizar cruzamentos genéticas que evitem a utilização de cardinalitos selvagens para a renovação do sangue,Promover cruzamentos consanguíneos (dentro do mesmo plantel) para obter mutações e melhores exemplares,Educar e instruir os novos criadores com boas práticas de reprodução para evitar a procura de cardinalitos selvagens,,Nada provável,Nada provável,Muito provável,Muito provável,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piloto,13420320631,415515384,25/3/2022 19:08,25/3/2022 19:21,177.62.248.149,Aceito,Masculino,>61,Universidade,Brasil,São José dos Campos,Empresário,Não criei Pintassilgo da Venzuela.,Membro ativo;,Há muito tempo (mais de 5 anos),Não crio Cardenalitos,Não,Não crio Cardenalitos/Tarin.,,Utilize cardinalitos selvagens apenas se necessário,,,Difundir boas práticas de reprodução,,Utilizar cruzamentos genéticas que evitem a utilização de cardinalitos selvagens para a renovação do sangue,,Educar e instruir os novos criadores com boas práticas de reprodução para evitar a procura de cardinalitos selvagens,,Nada provável,Nada provável,Nada provável,Nada provável,Totalmente de acordo,Muito provável,Totalmente de acordo,Não tenho certeza (a),Totalmente de acordo,Não tenho certeza (a),Totalmente verdadeiro,Não tenho certeza (a),Não tenho certeza (a),Não tenho certeza (a),Totalmente de acordo,Totalmente de acordo,Totalmente verdadeiro,Concordo,Concordo,Em desacordo,Não estou interessado,2 pessoas,,,,,,,,,,,,,Colega criador,Recentemente (< 1 ano),Frequentemente (1 ou mais por mês),51 – 60 anos,Brasil,Experiente,Amigo,Desde sempre (>10 anos),Frequentemente (1 ou mais por mês),51 – 60 anos,Brasil,Eu não sei
piloto,13420296213,415515384,25/3/2022 18:46,25/3/2022 18:54,181.220.167.102,Aceito,Masculino,>61,Universidade,Brasil,Bragança Paulista,Escritor,Não criei Pintassilgo da Venzuela.,Membro ativo;,Há muito tempo (mais de 5 anos),"Criei no passado, mas sempre me interesso pelo tema.",Não,Não crio Cardenalitos/Tarin.,Não utilize cardinalitos selvagens,Utilize cardinalitos selvagens apenas se necessário,,,Difundir boas práticas de reprodução,Não utilize cardinalitos selvagens no plantel de reprodutores,,,,,Pouco provável,Pouco provável,Muito provável,Muito provável,Totalmente de acordo,Muito provável,Totalmente de acordo,Pouco provável,Totalmente em desacordo,Totalmente de acordo,Totalmente verdadeiro,Totalmente verdadeiro,Totalmente verdadeiro,Totalmente de acordo,Totalmente de acordo,Totalmente de acordo,Totalmente verdadeiro,Totalmente de acordo,Concordo,Não tenho certeza (a),"Sim, eu consulto",1 pessoa,,,,,,,,,,,,,,,,,,,Amigo,Desde sempre (>10 anos),Ocasionalmente (várias vezes por ano),51 – 60 anos,Brasil,Experiente
piloto,13413872245,415515384,22/3/2022 13:12,22/3/2022 13:16,201.68.107.116,Aceito,Masculino,51 – 60,Universidade,Brasil,JUNDIAÍ,Empregado (a),Não criei Pintassilgo da Venzuela.,Membro ativo;,Há muito tempo (mais de 5 anos),Não crio Cardenalitos,Não,Não crio Cardenalitos/Tarin.,Não utilize cardinalitos selvagens,,,,Difundir boas práticas de reprodução,Não utilize cardinalitos selvagens no plantel de reprodutores,,,Educar e instruir os novos criadores com boas práticas de reprodução para evitar a procura de cardinalitos selvagens,,Nada provável,Nada provável,Provável,Provável,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piloto,13411122629,415515384,21/3/2022 9:01,21/3/2022 9:12,186.219.208.26,Aceito,Masculino,41 - 50,Secundário completo,Brasil,PIMENTA-MG,Empregado (a),mais de 10 anos,Membro ativo;,Recentemente (mais de 1 ano),Em formação,Sim,>5 Filhotes,Não utilize cardinalitos selvagens,,,,Difundir boas práticas de reprodução,Não utilize cardinalitos selvagens no plantel de reprodutores,Utilizar cruzamentos genéticas que evitem a utilização de cardinalitos selvagens para a renovação do sangue,,Educar e instruir os novos criadores com boas práticas de reprodução para evitar a procura de cardinalitos selvagens,,Nada provável,Nada provável,Muito provável,Muito provável,Totalmente de acordo,Muito provável,Totalmente de acordo,Provável,Totalmente em desacordo,Totalmente de acordo,Totalmente verdadeiro,Totalmente verdadeiro,Totalmente verdadeiro,Totalmente de acordo,Verdadeiro,Totalmente de acordo,Totalmente verdadeiro,Totalmente de acordo,Totalmente de acordo,Em desacordo,"Sim, eu consulto",4 pessoas,Colega criador,Há muito tempo (3 -10 anos),Frequentemente (1 ou mais por mês),41 -50 anos,Brasil,Em treinamento,Colega criador,Há muito tempo (3 -10 anos),Frequentemente (1 ou mais por mês),51 – 60 anos,Brasil,Em formação,Colega criador,Recentemente (< 1 ano),Ocasionalmente (várias vezes por ano),31 - 40 anos,Brasil,Em formação,Colega criador,Há muito tempo (3 -10 anos),Ocasionalmente (várias vezes por ano),41 -50 anos,Brasil,Em formação
piloto,13410485880,415515384,20/3/2022 23:03,20/3/2022 23:16,187.182.19.52,Aceito,Masculino,>61,Universidade,Brasil,Guarulhos/SP,Empregado (a),< 1 ano,Membro ativo;,Recentemente (mais de 1 ano),Em formação,Não responder,"Nenhuma, estou a começar.",,,,,Difundir boas práticas de reprodução,,,,Educar e instruir os novos criadores com boas práticas de reprodução para evitar a procura de cardinalitos selvagens,,Nada provável,Nada provável,Pouco provável,Provável,Concordo,Provável,Concordo,Provável,Concordo,Concordo,Verdadeiro,Não tenho certeza (a),Não tenho certeza (a),Em desacordo,Não tenho certeza (a),Em desacordo,Falso,Em desacordo,Concordo,Em desacordo,"Sim, eu consulto",4 pessoas,,,,,,,,,,,,,,,,,,,,,,,,
piloto,13410139575,415515384,20/3/2022 16:59,20/3/2022 17:20,187.62.183.56,Aceito,Masculino,51 – 60,Universidade,Brasil,BARIRI - SP,Empregado (a),Não criei Pintassilgo da Venzuela.,Membro ativo;,Há muito tempo (mais de 5 anos),Interessado,Não,Não crio Cardenalitos/Tarin.,Não utilize cardinalitos selvagens,,,,,Não utilize cardinalitos selvagens no plantel de reprodutores,,,,,Nada provável,Nada provável,Muito provável,Muito provável,Totalmente de acordo,Muito provável,Totalmente de acordo,Nada provável,Não tenho certeza (a),Totalmente de acordo,Totalmente verdadeiro,Totalmente verdadeiro,Totalmente verdadeiro,Totalmente de acordo,Totalmente de acordo,Totalmente de acordo,Totalmente verdadeiro,Totalmente em desacordo,Totalmente de acordo,Não tenho certeza (a),"Sim, eu consulto",4 pessoas,Diretor de um Federação/Clube ornitológico,Desde sempre (>10 anos),Frequentemente (1 ou mais por mês),51 – 60 anos,Brasil,Com experiência,Colega criador,Desde sempre (>10 anos),Frequentemente (1 ou mais por mês),51 – 60 anos,Brasil,Experiente,Colega criador,Desde sempre (>10 anos),Frequentemente (1 ou mais por mês),51 – 60 anos,Brasil,Experiente,Colega criador,Desde sempre (>10 anos),Frequentemente (1 ou mais por mês),Mais de 61,Brasil,Experiente
piloto,13410024754,415515384,20/3/2022 14:33,20/3/2022 14:44,187.3.221.181,Aceito,Masculino,41 - 50,Técnico,Brasil,São Bernardo do Campo SP,Empresário,5 – 10 anos,Membro ativo;,Há muito tempo (mais de 5 anos),Em formação,Sim,2-5 Filhote,,,,,Difundir boas práticas de reprodução,,,,Educar e instruir os novos criadores com boas práticas de reprodução para evitar a procura de cardinalitos selvagens,,Nada provável,Nada provável,Muito provável,Muito provável,Totalmente de acordo,Provável,Concordo,Provável,Concordo,Concordo,Totalmente verdadeiro,Verdadeiro,Verdadeiro,Concordo,Falso,Totalmente de acordo,Totalmente verdadeiro,Totalmente de acordo,Totalmente de acordo,Totalmente em desacordo,"Sim, eu consulto",2 pessoas,,,,,,,,,,,,,Amigo,Há muito tempo (3 -10 anos),Frequentemente (1 ou mais por mês),Mais de 61,Brasil,Experiente,Amigo,Há muito tempo (3 -10 anos),Frequentemente (1 ou mais por mês),Mais de 61,Brasil,Experiente
piloto,13409922139,415515384,20/3/2022 12:32,20/3/2022 12:52,177.73.9.56,Aceito,Masculino,51 – 60,Secundário completo,Brasil,Itaú RN,Empregado (a),mais de 10 anos,Membro inativo,"Há muito tempo (mais de 10 anos), não sou afiliado",Em formação,Sim,>5 Filhotes,Não utilize cardinalitos selvagens,,,,,,,,Educar e instruir os novos criadores com boas práticas de reprodução para evitar a procura de cardinalitos selvagens,,Nada provável,Nada provável,Muito provável,Muito provável,Totalmente de acordo,Muito provável,Totalmente de acordo,Muito provável,Totalmente em desacordo,Não tenho certeza (a),Não tenho certeza (a),Não tenho certeza (a),Não tenho certeza (a),Concordo,Não tenho certeza (a),Totalmente de acordo,Não tenho certeza (a),Concordo,Não tenho certeza (a),Em desacordo,"Sim, eu consulto",4 pessoas,Colega criador,Desde sempre (>10 anos),Todos os dias,51 – 60 anos,Brasil,Com experiência,Colega criador,Desde sempre (>10 anos),Todos os dias,51 – 60 anos,Brasil,Experiente,Colega criador,Desde sempre (>10 anos),Todos os dias,51 – 60 anos,Brasil,Experiente,,,,,,
piloto,13409841721,415515384,20/3/2022 11:03,20/3/2022 12:14,201.3.164.132,Aceito,Masculino,41 - 50,Universidade,Brasil,Santa Maria RS,Empregado (a),Não criei Pintassilgo da Venzuela.,Membro ativo;,"Há muito tempo (mais de 10 anos), não sou afiliado",Não crio Cardenalitos,Não responder,Não crio Cardenalitos/Tarin.,Não utilize cardinalitos selvagens,,,,,Não utilize cardinalitos selvagens no plantel de reprodutores,Utilizar cruzamentos genéticas que evitem a utilização de cardinalitos selvagens para a renovação do sangue,,,,Pouco provável,Nada provável,Pouco provável,Provável,Totalmente em desacordo,Não tenho certeza (a),Não tenho certeza (a),Pouco provável,Em desacordo,Não tenho certeza (a),Não tenho certeza (a),Não tenho certeza (a),Verdadeiro,Concordo,Verdadeiro,Não tenho certeza (a),Não tenho certeza (a),Não tenho certeza (a),Concordo,Não tenho certeza (a),"Sim, eu consulto",1 pessoa,,,,,,,,,,,,,,,,,,,Colega criador,Há pouco (1 - 2 anos),Ocasionalmente (várias vezes por ano),41 -50 anos,Brasil,Eu não sei
piloto,13409869971,415515384,20/3/2022 11:36,20/3/2022 11:46,187.17.131.0,Aceito,Masculino,41 - 50,Universidade,Brasil,Chopinzinho,Empregado (a),mais de 10 anos,Membro ativo;,Recentemente (mais de 1 ano),Interessado,Não,Não crio Cardenalitos/Tarin.,,,,,Difundir boas práticas de reprodução,,,,Educar e instruir os novos criadores com boas práticas de reprodução para evitar a procura de cardinalitos selvagens,,Nada provável,Nada provável,Provável,Provável,Não tenho certeza (a),Provável,Totalmente de acordo,Não tenho certeza (a),Em desacordo,Não tenho certeza (a),Verdadeiro,Não tenho certeza (a),Verdadeiro,Não tenho certeza (a),Verdadeiro,Concordo,Verdadeiro,Não tenho certeza (a),Concordo,Não tenho certeza (a),Não estou interessado,1 pessoa,,,,,,,,,,,,,,,,,,,Colega criador,Recentemente (< 1 ano),Frequentemente (1 ou mais por mês),41 -50 anos,Brasil,Amador
piloto,13409701252,415515384,20/3/2022 8:05,20/3/2022 9:31,189.54.83.49,Aceito,Masculino,51 – 60,Universidade,Brasil,São Caetano do Sul,Empregado (a),Não criei Pintassilgo da Venzuela.,Membro ativo;,"Há muito tempo (mais de 10 anos), não sou afiliado",Interessado,Não,Não crio Cardenalitos/Tarin.,Não utilize cardinalitos selvagens,,Utilize apenas cardinalitos ancestral,Utilize apenas mutações ou híbridos,Difundir boas práticas de reprodução,Não utilize cardinalitos selvagens no plantel de reprodutores,Utilizar cruzamentos genéticas que evitem a utilização de cardinalitos selvagens para a renovação do sangue,Promover cruzamentos consanguíneos (dentro do mesmo plantel) para obter mutações e melhores exemplares,Educar e instruir os novos criadores com boas práticas de reprodução para evitar a procura de cardinalitos selvagens,,Provável,Pouco provável,Muito provável,Provável,Concordo,Provável,Concordo,Não tenho certeza (a),Não tenho certeza (a),Não tenho certeza (a),Não tenho certeza (a),Não tenho certeza (a),Não tenho certeza (a),Não tenho certeza (a),Falso,Concordo,Verdadeiro,Concordo,Concordo,Totalmente em desacordo,"Sim, eu consulto",4 pessoas,Colega criador,Desde sempre (>10 anos),Frequentemente (1 ou mais por mês),41 -50 anos,Brasil,Com experiência,Colega criador,Há muito tempo (3 -10 anos),Frequentemente (1 ou mais por mês),41 -50 anos,Brasil,Experiente,Colega criador,Há muito tempo (3 -10 anos),Frequentemente (1 ou mais por mês),41 -50 anos,Brasil,Experiente,Colega criador,Há muito tempo (3 -10 anos),Frequentemente (1 ou mais por mês),41 -50 anos,Brasil,Experiente
piloto,13409647717,415515384,20/3/2022 6:44,20/3/2022 7:03,189.75.146.86,Aceito,Masculino,41 - 50,Universidade,Brasil,Curitiba,Empresário,5 – 10 anos,Membro ativo;,Há muito tempo (mais de 5 anos),Experiente,Sim,>5 Filhotes,Não utilize cardinalitos selvagens,,,,,Não utilize cardinalitos selvagens no plantel de reprodutores,,,Educar e instruir os novos criadores com boas práticas de reprodução para evitar a procura de cardinalitos selvagens,,Nada provável,Nada provável,Nada provável,Nada provável,Concordo,Provável,Concordo,Não tenho certeza (a),Não tenho certeza (a),Concordo,Verdadeiro,Verdadeiro,Verdadeiro,Concordo,Verdadeiro,Concordo,Verdadeiro,Totalmente de acordo,Concordo,Não tenho certeza (a),"Sim, eu consulto",4 pessoas,Colega criador,Há muito tempo (3 -10 anos),Frequentemente (1 ou mais por mês),41 -50 anos,Brasil,Com experiência,Colega criador,Há muito tempo (3 -10 anos),Frequentemente (1 ou mais por mês),41 -50 anos,Brasil,Experiente,Colega criador,Há muito tempo (3 -10 anos),Frequentemente (1 ou mais por mês),41 -50 anos,Brasil,Experiente,Colega criador,Há muito tempo (3 -10 anos),Frequentemente (1 ou mais por mês),41 -50 anos,Brasil,Experiente
