etapa,respondent_id,collector_id,date_created,date_modified,ip_address,consentimiento,genero,edad,instruccion,pais,ciudad,trabajo,t_cria,afiliacion,t_afiliacion,experiencia,cria_cardenal,cosecha,conocimiento_1,conocimiento_2,conocimiento_3,conocimiento_4,conocimiento_5,conocimiento_6,conocimiento_7,conocimiento_8,conocimiento_9,conocimiento_10,intencion_tenencia1,intencion_tenencia2,intencion_participacion1,intencion_participacion2,act_reconocimiento,act_colaboracion1,act_colaboracion2,act_impostor1,act_impostor2,norm_reconocimiento1,norm_reconocimiento2,norm_colaboracion1,norm_colaboracion2,norm_impostor1,norm_impostor2,moral1,moral2,control_reconocimiento,control_colaboracion,control_impostor,red_comunicacion1,red_comunicacion2,Persona 4_relacion,Persona 4_tiempo,Persona 4_frecuencia,Persona 4_edad,Persona 4_pais,Persona 4_experiencia,Persona 3_relacion,Persona 3_tiempo,Persona 3_frecuencia,Persona 3_edad,Persona 3_pais,Persona 3_experiencia,Persona 2_relacion,Persona 2_tiempo,Persona 2_frecuencia,Persona 2_edad,Persona 2_pais,Persona 2_experiencia,Persona 1_relacion,Persona 1_tiempo,Persona 1_frecuencia,Persona 1_edad,Persona 1_pais,Persona 1_experiencia
piloto,13416326571,414689816,23/3/2022 15:56,23/3/2022 15:57,189.127.166.105,Acepto,Masculino,31 – 40,Técnica,Venezuela,San felipe,Empleado (a),No crío Cardenalitos,No afiliado,No estoy afiliado,No crío Cardenalitos,No,No crío Cardenalito,No usar Cardenalitos silvestres,,,,Ser difusor de buenas prácticas de cría,No usar Cardenalitos silvestres en el plantel de cría,,,Educar e instruir a criadores noveles con buenas prácticas de cría para evitar la demanda de Cardenalitos silvestres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piloto,13415960605,414689816,23/3/2022 12:44,23/3/2022 12:50,186.167.249.65,Acepto,Masculino,51 – 60,Universitaria,Venezuela,Barquisimeto,Desempleado (a),No crío Cardenalitos,Miembro inactivo,Hace mucho (más de 10 años),No crío Cardenalitos,No,No crío Cardenalito,No usar Cardenalitos silvestres,,,Usar solo mutaciones o híbridos,Ser difusor de buenas prácticas de cría,No usar Cardenalitos silvestres en el plantel de cría,,,Educar e instruir a criadores noveles con buenas prácticas de cría para evitar la demanda de Cardenalitos silvestres,,2. Poco probable,1. Nada probable,5. Muy probable,5. Muy probable,4. De acuerdo,3. No estoy seguro (a),4. De acuerdo,5. Totalmente de acuerdo,5. Totalmente de acuerdo,3. No estoy seguro (a),4. De acuerdo,3. No estoy seguro (a),4. Cierto,5. Totalmente de acuerdo,4. Cierto,4. Cierto,4. Cierto,4. De acuerdo,3. No estoy seguro (a),3. No estoy seguro (a),No me interesa la cría de Cardenalito.,,,,,,,,,,,,,,,,,,,,,,,,,
piloto,13415726726,414689816,23/3/2022 10:51,23/3/2022 10:58,186.167.248.240,Acepto,Masculino,41 - 50,Universitaria,Venezuela,Independencia,Empleado (a),No crío Cardenalitos,No afiliado,No estoy afiliado,No crío Cardenalitos,No,No crío Cardenalito,No usar Cardenalitos silvestres,,,Usar solo mutaciones o híbridos,Ser difusor de buenas prácticas de cría,No usar Cardenalitos silvestres en el plantel de cría,,,Educar e instruir a criadores noveles con buenas prácticas de cría para evitar la demanda de Cardenalitos silvestres,,1. Nada probable,1. Nada probable,4.Probable,4. Probable,4. De acuerdo,3. No estoy seguro (a),4. De acuerdo,4. De acuerdo,4. De acuerdo,2. Poco probable,4. De acuerdo,2. En desacuerdo,4. Cierto,4. De acuerdo,5. Totalmente cierto,5.Totalmente cierto,4. Cierto,4. De acuerdo,3. No estoy seguro (a),2. En desacuerdo,"No consulto a nadie, tomo mis propias decisiones cuando quiero manejar mi aviario",,,,,,,,,,,,,,,,,,,,,,,,,
piloto,13415603046,414689816,23/3/2022 9:50,23/3/2022 9:56,186.167.248.240,Acepto,Masculino,51 – 60,Universitaria,Venezuela,Barquisimeto,Jubilado (a),Más de 10 años,Miembro inactivo,Hace mucho (más de 10 años),Experimentado,No,2-5 pichones,,Usar Cardenalito silvestres sólo si es necesario,,Usar solo mutaciones o híbridos,Ser difusor de buenas prácticas de cría,No usar Cardenalitos silvestres en el plantel de cría,,,Educar e instruir a criadores noveles con buenas prácticas de cría para evitar la demanda de Cardenalitos silvestres,,2. Poco probable,2. Poco probable,4.Probable,4. Probable,3. No estoy seguro (a),2. Poco probable,3. No estoy seguro (a),2. En desacuerdo,4. De acuerdo,2. Poco probable,4. De acuerdo,4. De acuerdo,2. Falso,2. En desacuerdo,2. Falso,4. Cierto,4. Cierto,4. De acuerdo,3. No estoy seguro (a),2. En desacuerdo,"Si, tengo mis consultores",1 persona,,,,,,,,,,,,,,,,,,,Directivo en una sociedad de cría,Desde siempre (más de 10 años),Ocasionalmente (varias veces al año),41 -50,Venezuela,Experimentado
piloto,13415561332,414689816,23/3/2022 9:28,23/3/2022 9:38,186.167.248.240,Acepto,Masculino,31 – 40,Universitaria,Venezuela,Cocorote,Empleado (a),No crío Cardenalitos,No afiliado,No estoy afiliado,No crío Cardenalitos,No,No crío Cardenalito,No usar Cardenalitos silvestres,,,,Ser difusor de buenas prácticas de cría,No usar Cardenalitos silvestres en el plantel de cría,,,,,1. Nada probable,1. Nada probable,4.Probable,4. Probable,4. De acuerdo,3. No estoy seguro (a),4. De acuerdo,4. De acuerdo,3. No estoy seguro (a),3. No estoy seguro (a),4. De acuerdo,3. No estoy seguro (a),2. Falso,4. De acuerdo,5. Totalmente cierto,5.Totalmente cierto,4. Cierto,5. Totalmente de acuerdo,3. No estoy seguro (a),2. En desacuerdo,"Si, tengo mis consultores",2 personas,,,,,,,,,,,,,Colega avicultor,Hace mucho (de 3 a 10 años),Ocasionalmente (varias veces al año),41 - 50 años,Venezuela,Expermentado,Colega avicultor,Hace mucho (3 -10 años),Ocasionalmente (varias veces al año),41 -50,Venezuela,Experimentado
piloto,13413714885,414689816,22/3/2022 11:58,22/3/2022 12:02,189.127.167.179,Acepto,Masculino,51 – 60,Universitaria,Venezuela,Barquisimeto,Empleado (a),No crío Cardenalitos,Miembro activo,Hace mucho (más de 10 años),No crío Cardenalitos,No,No crío Cardenalito,No usar Cardenalitos silvestres,,,Usar solo mutaciones o híbridos,,No usar Cardenalitos silvestres en el plantel de cría,,,,,2. Poco probable,2. Poco probable,3. No estoy seguro (a),4. Probable,4. De acuerdo,3. No estoy seguro (a),4. De acuerdo,4. De acuerdo,3. No estoy seguro (a),3. No estoy seguro (a),4. De acuerdo,2. En desacuerdo,4. Cierto,3. No estoy seguro (a),4. Cierto,3. No estoy seguro (a),3. No estoy seguro (a),4. De acuerdo,4. Cierto,2. En desacuerdo,"No consulto a nadie, tomo mis propias decisiones cuando quiero manejar mi aviario",,,,,,,,,,,,,,,,,,,,,,,,,
piloto,13412319936,414689816,21/3/2022 18:49,21/3/2022 18:56,189.127.166.105,Acepto,Masculino,41 - 50,Universitaria,Venezuela,San diego,Empleado (a),No crío Cardenalitos,Miembro activo,Hace mucho (más de 10 años),Experimentado,No,No crío Cardenalito,No usar Cardenalitos silvestres,,,,,,,,Educar e instruir a criadores noveles con buenas prácticas de cría para evitar la demanda de Cardenalitos silvestres,,1. Nada probable,2. Poco probable,4.Probable,4. Probable,4. De acuerdo,3. No estoy seguro (a),3. No estoy seguro (a),4. De acuerdo,4. De acuerdo,1. Nada probable,3. No estoy seguro (a),1. Totalmente en desacuerdo,2. Falso,3. No estoy seguro (a),5. Totalmente cierto,4. Cierto,5. Totalmente cierto,5. Totalmente de acuerdo,3. No estoy seguro (a),3. No estoy seguro (a),"Si, tengo mis consultores",2 personas,,,,,,,,,,,,,Colega avicultor,Desde siempre (más de 10 años),Frecuentemente (1 o más al mes),41 - 50 años,Venezuela,Expermentado,Colega avicultor,Hace mucho (3 -10 años),Ocasionalmente (varias veces al año),51 – 60,Venezuela,Experimentado
piloto,13412124643,414689816,21/3/2022 17:01,21/3/2022 17:06,189.127.166.105,Acepto,Masculino,41 - 50,Universitaria,Venezuela,Cabudare,Empleado (a),No crío Cardenalitos,Miembro activo,Hace mucho (más de 10 años),No crío Cardenalitos,No,No crío Cardenalito,No usar Cardenalitos silvestres,,,,Ser difusor de buenas prácticas de cría,,,,,,1. Nada probable,1. Nada probable,4.Probable,4. Probable,4. De acuerdo,3. No estoy seguro (a),4. De acuerdo,3. No estoy seguro (a),3. No estoy seguro (a),4. Probable,4. De acuerdo,3. No estoy seguro (a),4. Cierto,3. No estoy seguro (a),3. No estoy seguro (a),4. Cierto,4. Cierto,3. No estoy seguro (a),4. Cierto,2. En desacuerdo,No me interesa la cría de Cardenalito.,1 persona,,,,,,,,,,,,,,,,,,,Colega avicultor,Desde siempre (más de 10 años),Frecuentemente (1 o más al mes),41 -50,Venezuela,Experimentado
piloto,13412029295,414689816,21/3/2022 16:10,21/3/2022 16:15,189.127.166.105,Acepto,Masculino,51 – 60,Universitaria,Venezuela,Cabudare,Jubilado (a),No crío Cardenalitos,Miembro inactivo,Hace mucho (más de 10 años),No crío Cardenalitos,No,No crío Cardenalito,No usar Cardenalitos silvestres,,,,,No usar Cardenalitos silvestres en el plantel de cría,,,,,2. Poco probable,1. Nada probable,3. No estoy seguro (a),3. No estoy seguro (a),4. De acuerdo,3. No estoy seguro (a),4. De acuerdo,3. No estoy seguro (a),3. No estoy seguro (a),3. No estoy seguro (a),2. En desacuerdo,3. No estoy seguro (a),3. No estoy seguro (a),4. De acuerdo,2. Falso,4. Cierto,4. Cierto,4. De acuerdo,3. No estoy seguro (a),3. No estoy seguro (a),"No consulto a nadie, tomo mis propias decisiones cuando quiero manejar mi aviario",,,,,,,,,,,,,,,,,,,,,,,,,
piloto,13412020689,414689816,21/3/2022 16:06,21/3/2022 16:08,189.127.166.105,Acepto,Masculino,51 – 60,Universitaria,Venezuela,Cabudare,Jubilado (a),No crío Cardenalitos,Miembro inactivo,Hace mucho (más de 10 años),No crío Cardenalitos,No,No crío Cardenalito,No usar Cardenalitos silvestres,,,,Ser difusor de buenas prácticas de cría,No usar Cardenalitos silvestres en el plantel de cría,,,,,2. Poco probable,2. Poco probable,4.Probable,4. Probable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piloto,13411830661,414689816,21/3/2022 14:32,21/3/2022 14:38,189.127.166.105,Acepto,Masculino,41 - 50,Universitaria,Venezuela,Cabudare,Empleado (a),5 – 10 años,No afiliado,No estoy afiliado,En formación,No,No crío Cardenalito,No usar Cardenalitos silvestres,,,,Ser difusor de buenas prácticas de cría,No usar Cardenalitos silvestres en el plantel de cría,,,,,2. Poco probable,2. Poco probable,4.Probable,4. Probable,2. En desacuerdo,3. No estoy seguro (a),4. De acuerdo,3. No estoy seguro (a),3. No estoy seguro (a),3. No estoy seguro (a),4. De acuerdo,3. No estoy seguro (a),3. No estoy seguro (a),3. No estoy seguro (a),4. Cierto,4. Cierto,4. Cierto,3. No estoy seguro (a),3. No estoy seguro (a),3. No estoy seguro (a),"Si, tengo mis consultores",1 persona,,,,,,,,,,,,,,,,,,,Directivo en una sociedad de cría,Hace mucho (3 -10 años),Ocasionalmente (varias veces al año),41 -50,Venezuela,Experimentado
piloto,13410338113,414689816,20/3/2022 19:56,20/3/2022 20:05,88.3.98.180,Acepto,Masculino,51 – 60,Universitaria,España,almeria,Empleado (a),Más de 10 años,Miembro activo,Hace mucho (más de 10 años),Experimentado,Si,Más de 5 pichones,No usar Cardenalitos silvestres,,,,Ser difusor de buenas prácticas de cría,,Usar cruces genéticos que eviten el uso de Cardenalitos silvestres para renovación de sangre,,Educar e instruir a criadores noveles con buenas prácticas de cría para evitar la demanda de Cardenalitos silvestres,,1. Nada probable,1. Nada probable,5. Muy probable,5. Muy probable,5. Totalmente de acuerdo,5. Muy probable,5. Totalmente de acuerdo,5. Totalmente de acuerdo,1. Totalmente en desacuerdo,5. Muy probable,5. Totalmente de acuerdo,4. De acuerdo,5. Totalmente cierto,5. Totalmente de acuerdo,1. Totalmente falso,5.Totalmente cierto,5. Totalmente cierto,1. Totalmente en desacuerdo,5. Totalmente cierto,3. No estoy seguro (a),"No consulto a nadie, tomo mis propias decisiones cuando quiero manejar mi aviario",,,,,,,,,,,,,,,,,,,,,,,,,
piloto,13410066696,414689816,20/3/2022 15:25,20/3/2022 15:33,190.43.229.85,Acepto,Masculino,51 – 60,Universitaria,Brasil,Sao paulo,Empleado (a),Más de 10 años,Miembro activo,Hace mucho (más de 10 años),Experimentado,Si,Más de 50 pichones,,,,,Ser difusor de buenas prácticas de cría,,,,Educar e instruir a criadores noveles con buenas prácticas de cría para evitar la demanda de Cardenalitos silvestres,,4. Probable,4. Probable,5. Muy probable,5. Muy probable,4. De acuerdo,4. Probable,4. De acuerdo,3. No estoy seguro (a),3. No estoy seguro (a),4. Probable,4. De acuerdo,1. Totalmente en desacuerdo,4. Cierto,4. De acuerdo,4. Cierto,4. Cierto,4. Cierto,4. De acuerdo,3. No estoy seguro (a),3. No estoy seguro (a),"Si, tengo mis consultores",2 personas,,,,,,,,,,,,,Directivo en una sociedad de cría,Hace mucho (de 3 a 10 años),Ocasionalmente (varias veces al año),51-60 años,Brasil,Expermentado,Amigo,Hace mucho (3 -10 años),Ocasionalmente (varias veces al año),51 – 60,Brasil,Experimentado
piloto,13409517945,414689816,20/3/2022 2:38,20/3/2022 2:41,95.127.48.235,Acepto,Masculino,51 – 60,Secundaria completa,España,Caceres,Empleado (a),2 años,Miembro activo,Hace mucho (más de 10 años),En formación,Si,2-5 pichones,,,Usar únicamente Cardenalito ancestral,,,No usar Cardenalitos silvestres en el plantel de cría,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piloto,13409128986,414689816,19/3/2022 15:26,19/3/2022 15:33,46.222.30.44,Acepto,Masculino,31 – 40,Técnica,España,Gautegiz de Arteaga,Empleado (a),1 año,Miembro activo,Recientemente (más de 1 año),En formación,Si,Más de 10 pichones,No usar Cardenalitos silvestres,,Usar únicamente Cardenalito ancestral,Usar solo mutaciones o híbridos,Ser difusor de buenas prácticas de cría,No usar Cardenalitos silvestres en el plantel de cría,Usar cruces genéticos que eviten el uso de Cardenalitos silvestres para renovación de sangre,Promover cruces genéticos dentro del plantel de cría para la obtención de mutaciones,Educar e instruir a criadores noveles con buenas prácticas de cría para evitar la demanda de Cardenalitos silvestres,,1. Nada probable,1. Nada probable,5. Muy probable,5. Muy probable,5. Totalmente de acuerdo,5. Muy probable,5. Totalmente de acuerdo,1. Totalmente en desacuerdo,1. Totalmente en desacuerdo,5. Muy probable,5. Totalmente de acuerdo,5. Totalmente de acuerdo,5. Totalmente cierto,5. Totalmente de acuerdo,4. Cierto,5.Totalmente cierto,5. Totalmente cierto,5. Totalmente de acuerdo,5. Totalmente cierto,1. Totalmente en desacuerdo,"Si, tengo mis consultores",2 personas,,,,,,,,,,,,,Grupo de expertos,Hace poco (de 1 a 2 años),Frecuentemente (1 o más al mes),41 - 50 años,España,Expermentado,Grupo de expertos,Hace poco (1 - 2 años),Frecuentemente (1 o más al mes),41 -50,España,Experimentado
piloto,13408983833,414689816,19/3/2022 12:38,19/3/2022 12:56,95.20.46.100,Acepto,Masculino,>61,Secundaria completa,España,Palencia España,Jubilado (a),Más de 10 años,Miembro activo,Hace mucho (más de 10 años),Experimentado,Si,Más de 10 pichones,No usar Cardenalitos silvestres,,,,Ser difusor de buenas prácticas de cría,,Usar cruces genéticos que eviten el uso de Cardenalitos silvestres para renovación de sangre,,Educar e instruir a criadores noveles con buenas prácticas de cría para evitar la demanda de Cardenalitos silvestres,,1. Nada probable,1. Nada probable,5. Muy probable,5. Muy probable,5. Totalmente de acuerdo,5. Muy probable,5. Totalmente de acuerdo,2. En desacuerdo,1. Totalmente en desacuerdo,5. Muy probable,5. Totalmente de acuerdo,5. Totalmente de acuerdo,3. No estoy seguro (a),4. De acuerdo,4. Cierto,5.Totalmente cierto,5. Totalmente cierto,5. Totalmente de acuerdo,5. Totalmente cierto,3. No estoy seguro (a),"No consulto a nadie, tomo mis propias decisiones cuando quiero manejar mi aviario",,,,,,,,,,,,,,,,,,,,,,,,,
piloto,13408694648,414689816,19/3/2022 7:56,19/3/2022 12:31,200.68.185.39,Acepto,Masculino,51 – 60,Universitaria,España,León,Empleado (a),2 años,Miembro activo,Hace tiempo (más de 5 años),En formación,Si,Más de 10 pichones,,,Usar únicamente Cardenalito ancestral,,,No usar Cardenalitos silvestres en el plantel de cría,,,,,1. Nada probable,1. Nada probable,5. Muy probable,5. Muy probable,4. De acuerdo,3. No estoy seguro (a),5. Totalmente de acuerdo,2. En desacuerdo,1. Totalmente en desacuerdo,5. Muy probable,5. Totalmente de acuerdo,5. Totalmente de acuerdo,5. Totalmente cierto,5. Totalmente de acuerdo,4. Cierto,5.Totalmente cierto,4. Cierto,4. De acuerdo,4. Cierto,2. En desacuerdo,"Si, tengo mis consultores",2 personas,,,,,,,,,,,,,Colega avicultor,Hace mucho (de 3 a 10 años),Ocasionalmente (varias veces al año),Más de 60 años,España,Expermentado,Colega avicultor,Hace mucho (3 -10 años),Ocasionalmente (varias veces al año),51 – 60,España,Experimentado
piloto,13408852591,414689816,19/3/2022 10:32,19/3/2022 10:45,217.216.87.112,Acepto,Masculino,>61,Primaria completa,España,Sevilla,Jubilado (a),Más de 10 años,Miembro activo,Hace mucho (más de 10 años),Experimentado,Si,Más de 10 pichones,,,Usar únicamente Cardenalito ancestral,,,No usar Cardenalitos silvestres en el plantel de cría,,Promover cruces genéticos dentro del plantel de cría para la obtención de mutaciones,,,1. Nada probable,1. Nada probable,5. Muy probable,5. Muy probable,5. Totalmente de acuerdo,5. Muy probable,5. Totalmente de acuerdo,1. Totalmente en desacuerdo,1. Totalmente en desacuerdo,5. Muy probable,1. Totalmente en desacuerdo,5. Totalmente de acuerdo,5. Totalmente cierto,5. Totalmente de acuerdo,4. Cierto,5.Totalmente cierto,4. Cierto,5. Totalmente de acuerdo,4. Cierto,1. Totalmente en desacuerdo,"Si, tengo mis consultores",3 personas,,,,,,,Colega avicultor,Hace mucho (de 3 a 10 años),Ocasionalmente (varias veces al año),41 - 50 años,España,Expermentado,Colega avicultor,Hace mucho (de 3 a 10 años),,51-60 años,España,Expermentado,,,,,,
piloto,13408845107,414689816,19/3/2022 10:26,19/3/2022 10:36,89.130.132.156,Acepto,Masculino,41 - 50,Técnica,España,alicante,pensionista,Menos de 1 año,No afiliado,No estoy afiliado,Experimentado,Si,"Ninguno, estoy iniciando",,,,,Ser difusor de buenas prácticas de cría,,Usar cruces genéticos que eviten el uso de Cardenalitos silvestres para renovación de sangre,,,,3. No estoy seguro (a),1. Nada probable,3. No estoy seguro (a),2. Nada probable,3. No estoy seguro (a),3. No estoy seguro (a),5. Totalmente de acuerdo,2. En desacuerdo,3. No estoy seguro (a),3. No estoy seguro (a),4. De acuerdo,5. Totalmente de acuerdo,3. No estoy seguro (a),3. No estoy seguro (a),3. No estoy seguro (a),3. No estoy seguro (a),4. Cierto,3. No estoy seguro (a),3. No estoy seguro (a),3. No estoy seguro (a),"No consulto a nadie, tomo mis propias decisiones cuando quiero manejar mi aviario",,,,,,,,,,,,,,,,,,,,,,,,,
piloto,13408743793,414689816,19/3/2022 8:48,19/3/2022 9:00,148.69.197.96,Acepto,Masculino,31 – 40,Técnica,Portugal,Marinha Grande,Empleado (a),5 – 10 años,Miembro activo,Hace tiempo (más de 5 años),En formación,Si,Más de 50 pichones,No usar Cardenalitos silvestres,,,,Ser difusor de buenas prácticas de cría,No usar Cardenalitos silvestres en el plantel de cría,,,Educar e instruir a criadores noveles con buenas prácticas de cría para evitar la demanda de Cardenalitos silvestres,,1. Nada probable,1. Nada probable,5. Muy probable,5. Muy probable,5. Totalmente de acuerdo,5. Muy probable,5. Totalmente de acuerdo,3. No estoy seguro (a),1. Totalmente en desacuerdo,5. Muy probable,5. Totalmente de acuerdo,3. No estoy seguro (a),5. Totalmente cierto,4. De acuerdo,4. Cierto,5.Totalmente cierto,5. Totalmente cierto,5. Totalmente de acuerdo,5. Totalmente cierto,1. Totalmente en desacuerdo,"Si, tengo mis consultores",2 personas,,,,,,,,,,,,,Amigo,Hace mucho (de 3 a 10 años),Ocasionalmente (varias veces al año),31 - 40 años,Portugal,Aficionado,Colega avicultor,Hace mucho (3 -10 años),Ocasionalmente (varias veces al año),41 -50,Portugal,Aficionado
piloto,13408623375,414689816,19/3/2022 6:32,19/3/2022 6:38,187.95.164.137,Acepto,Masculino,31 – 40,Universitaria,Brasil,Santa branca,Empleado (a),5 – 10 años,Miembro activo,Hace tiempo (más de 5 años),Aficionado,Si,Más de 10 pichones,No usar Cardenalitos silvestres,,,,Ser difusor de buenas prácticas de cría,No usar Cardenalitos silvestres en el plantel de cría,Usar cruces genéticos que eviten el uso de Cardenalitos silvestres para renovación de sangre,,,,1. Nada probable,1. Nada probable,1. Nada probable,1. Nada probable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piloto,13408566601,414689816,19/3/2022 5:19,19/3/2022 5:29,31.221.191.102,Acepto,Masculino,41 - 50,Secundaria completa,España,Madrid,Empleado (a),5 – 10 años,Miembro activo,Hace mucho (más de 10 años),En formación,Si,Más de 50 pichones,No usar Cardenalitos silvestres,,,,,No usar Cardenalitos silvestres en el plantel de cría,,Promover cruces genéticos dentro del plantel de cría para la obtención de mutaciones,Educar e instruir a criadores noveles con buenas prácticas de cría para evitar la demanda de Cardenalitos silvestres,,1. Nada probable,1. Nada probable,5. Muy probable,5. Muy probable,5. Totalmente de acuerdo,5. Muy probable,5. Totalmente de acuerdo,3. No estoy seguro (a),1. Totalmente en desacuerdo,3. No estoy seguro (a),5. Totalmente de acuerdo,5. Totalmente de acuerdo,5. Totalmente cierto,5. Totalmente de acuerdo,3. No estoy seguro (a),5.Totalmente cierto,5. Totalmente cierto,3. No estoy seguro (a),5. Totalmente cierto,3. No estoy seguro (a),"Si, tengo mis consultores",2 personas,,,,,,,,,,,,,Colega avicultor,Desde siempre (más de 10 años),Todos los días,41 - 50 años,España,Expermentado,Colega avicultor,Desde siempre (más de 10 años),Todos los días,41 -50,España,Experimentado
piloto,13408515040,414689816,19/3/2022 4:12,19/3/2022 4:20,2.139.240.20,Acepto,Masculino,41 - 50,Técnica,España,Málaga,Empleado (a),No crío Cardenalitos,Miembro activo,Hace mucho (más de 10 años),No crío Cardenalitos,No,No crío Cardenalito,No usar Cardenalitos silvestres,,,,Ser difusor de buenas prácticas de cría,No usar Cardenalitos silvestres en el plantel de cría,Usar cruces genéticos que eviten el uso de Cardenalitos silvestres para renovación de sangre,,Educar e instruir a criadores noveles con buenas prácticas de cría para evitar la demanda de Cardenalitos silvestres,,1. Nada probable,1. Nada probable,5. Muy probable,5. Muy probable,5. Totalmente de acuerdo,5. Muy probable,5. Totalmente de acuerdo,3. No estoy seguro (a),3. No estoy seguro (a),5. Muy probable,5. Totalmente de acuerdo,5. Totalmente de acuerdo,5. Totalmente cierto,5. Totalmente de acuerdo,5. Totalmente cierto,5.Totalmente cierto,5. Totalmente cierto,3. No estoy seguro (a),5. Totalmente cierto,3. No estoy seguro (a),"Si, tengo mis consultores",2 personas,,,,,,,,,,,,,Colega avicultor,Desde siempre (más de 10 años),Frecuentemente (1 o más al mes),51-60 años,España,Expermentado,Colega avicultor,Desde siempre (más de 10 años),Ocasionalmente (varias veces al año),más de 61 años,España,Experimentado
piloto,13408466513,414689816,19/3/2022 3:01,19/3/2022 3:24,84.78.251.233,Acepto,Masculino,31 – 40,Secundaria completa,España,JUMILLA,Empleado (a),No crío Cardenalitos,Miembro activo,Hace mucho (más de 10 años),En formación,No,No crío Cardenalito,,Usar Cardenalito silvestres sólo si es necesario,,,,,,,Educar e instruir a criadores noveles con buenas prácticas de cría para evitar la demanda de Cardenalitos silvestres,,1. Nada probable,1. Nada probable,4.Probable,4. Probable,1. Totalmente en desacuerdo,4. Probable,5. Totalmente de acuerdo,4. De acuerdo,3. No estoy seguro (a),3. No estoy seguro (a),4. De acuerdo,4. De acuerdo,5. Totalmente cierto,5. Totalmente de acuerdo,4. Cierto,5.Totalmente cierto,5. Totalmente cierto,5. Totalmente de acuerdo,5. Totalmente cierto,3. No estoy seguro (a),"Si, tengo mis consultores",2 personas,,,,,,,,,,,,,Colega avicultor,Hace mucho (de 3 a 10 años),Frecuentemente (1 o más al mes),41 - 50 años,España,Aficionado,Colega avicultor,Hace mucho (3 -10 años),Frecuentemente (1 o más al mes),41 -50,España,Aficionado
piloto,13408258848,414689816,18/3/2022 23:07,18/3/2022 23:15,190.153.126.10,Acepto,Masculino,41 - 50,Universitaria,Venezuela,Maracay,Empleado (a),Más de 10 años,Miembro activo,Hace mucho (más de 10 años),Experimentado,Si,2-5 pichones,,Usar Cardenalito silvestres sólo si es necesario,,,Ser difusor de buenas prácticas de cría,,,Promover cruces genéticos dentro del plantel de cría para la obtención de mutaciones,Educar e instruir a criadores noveles con buenas prácticas de cría para evitar la demanda de Cardenalitos silvestres,,2. Poco probable,2. Poco probable,5. Muy probable,4. Probable,2. En desacuerdo,2. Poco probable,1. Totalmente en desacuerdo,1. Totalmente en desacuerdo,2. En desacuerdo,2. Poco probable,4. De acuerdo,4. De acuerdo,2. Falso,2. En desacuerdo,2. Falso,1. Totalmente falso,1. Totalmente falso,1. Totalmente en desacuerdo,2. Falso,2. En desacuerdo,"No consulto a nadie, tomo mis propias decisiones cuando quiero manejar mi aviario",,,,,,,,,,,,,,,,,,,,,,,,,
piloto,13408096309,414689816,18/3/2022 20:40,18/3/2022 21:06,2.46.6.96,Acepto,Masculino,51 – 60,Primaria completa,Venezuela,Roma,Trabajo casual,Más de 10 años,Miembro activo,Hace mucho (más de 10 años),Experimentado,Si,Más de 50 pichones,,,,,Ser difusor de buenas prácticas de cría,,,,Educar e instruir a criadores noveles con buenas prácticas de cría para evitar la demanda de Cardenalitos silvestres,,2. Poco probable,2. Poco probable,4.Probable,4. Probable,4. De acuerdo,4. Probable,4. De acuerdo,2. En desacuerdo,2. En desacuerdo,4. Probable,4. De acuerdo,4. De acuerdo,4. Cierto,4. De acuerdo,4. Cierto,4. Cierto,4. Cierto,4. De acuerdo,4. Cierto,2. En desacuerdo,"Si, tengo mis consultores",2 personas,,,,,,,,,,,,,Colega avicultor,Hace mucho (de 3 a 10 años),Ocasionalmente (varias veces al año),51-60 años,No sé,Expermentado,Colega avicultor,Hace mucho (3 -10 años),Ocasionalmente (varias veces al año),51 – 60,Italia,Experimentado
piloto,13407971141,414689816,18/3/2022 18:52,18/3/2022 18:59,94.133.241.179,Acepto,Masculino,41 - 50,Universitaria,Portugal,Costa da Caparica,Empleado (a),5 – 10 años,Miembro activo,Hace mucho (más de 10 años),Experimentado,Si,Más de 5 pichones,No usar Cardenalitos silvestres,,,,,No usar Cardenalitos silvestres en el plantel de cría,,,,,1. Nada probable,1. Nada probable,5. Muy probable,5. Muy probable,5. Totalmente de acuerdo,5. Muy probable,5. Totalmente de acuerdo,2. En desacuerdo,1. Totalmente en desacuerdo,5. Muy probable,1. Totalmente en desacuerdo,5. Totalmente de acuerdo,5. Totalmente cierto,5. Totalmente de acuerdo,5. Totalmente cierto,5.Totalmente cierto,5. Totalmente cierto,5. Totalmente de acuerdo,5. Totalmente cierto,1. Totalmente en desacuerdo,"Si, tengo mis consultores",1 persona,,,,,,,,,,,,,,,,,,,Amigo,Hace mucho (3 -10 años),Todos los días,31 – 40 años,Portugal,Experimentado
